customer_id,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,acquisition_channel,signup_source,onboarding_completed,first_30d_watch_hours,sessions_first_30d,profiles_created,downloads_used,kids_profile_created,recommendation_click_rate,geography,primary_device,plan_tier,user_segment,referral_source,referral_sent,referred_signup_count,is_active_as_of_2025_03_01
NFX001987,2024-08-11,,6.99,monthly,1,Paid Search,Android App,1,21.6,12,1,0,0,0.34,Mexico,Android Phone,Mobile,Value Seeker,None,0,0,1
NFX001988,2024-04-10,2024-04-16,15.49,monthly,1,App Store,Web,1,10.7,4,3,0,0,0.36,Brazil,Apple TV,Standard,Young Adult,None,0,0,0
NFX001989,2023-12-11,2024-03-17,15.49,monthly,1,App Store,iOS App,1,11.0,8,3,0,0,0.43,Canada,iPhone,Standard,Casual Viewer,None,0,0,0
NFX001990,2023-08-03,2023-11-08,15.49,monthly,1,Paid Social,Android App,1,26.5,11,1,0,1,0.15,Canada,iPad,Standard,Family,None,1,2,0
NFX001991,2024-01-28,2024-05-31,9.99,monthly,1,Organic Search,iOS App,1,11.8,5,3,0,1,0.27,US,Android Phone,Basic,Young Adult,None,0,0,0
NFX001992,2024-04-21,2024-08-24,15.49,monthly,1,Direct,Web,0,23.4,19,3,0,0,0.17,US,iPhone,Standard,Family,None,0,0,0
NFX001993,2024-03-03,2024-06-20,15.49,monthly,1,Direct,Web,0,19.4,8,3,0,0,0.27,Canada,iPad,Standard,Young Adult,None,0,0,0
NFX001994,2023-06-22,,15.49,monthly,1,Paid Social,Web,1,14.4,11,2,0,0,0.47,US,Web Browser,Standard,Value Seeker,None,0,0,1
NFX001995,2024-12-11,,9.99,monthly,1,Partner Bundle,Android App,0,14.8,7,1,0,0,0.34,US,Web Browser,Basic,Casual Viewer,None,0,0,1
NFX001996,2023-04-06,2023-05-28,15.49,monthly,1,Organic Search,Web,1,6.9,5,2,1,0,0.36,US,iPhone,Standard,Casual Viewer,Friend Invite,0,0,0
NFX001997,2024-08-10,2024-08-31,99.99,annual,1,Email Re-engagement,Web,1,12.8,11,1,1,0,0.52,Canada,Smart TV,Basic,Value Seeker,None,0,0,0
NFX001998,2023-04-17,,15.49,monthly,1,Organic Search,Smart TV,1,33.8,15,3,0,0,0.45,US,Smart TV,Standard,Binge Watcher,None,0,0,1
NFX001999,2024-03-08,2024-07-04,229.99,annual,1,Paid Social,Web,1,7.5,3,3,0,0,0.47,India,Smart TV,Premium,Casual Viewer,None,0,0,0
NFX002000,2025-02-19,,6.99,monthly,1,Referral,Web,0,23.8,12,2,0,0,0.29,India,Web Browser,Mobile,Binge Watcher,Friend Invite,1,3,1
NFX002001,2023-10-28,2024-05-12,9.99,monthly,1,Organic Search,Web,1,11.5,8,1,0,0,0.38,US,Web Browser,Basic,Young Adult,None,0,0,0
NFX002002,2023-11-29,,22.99,monthly,1,Organic Search,Smart TV,0,22.8,11,2,0,0,0.35,US,iPad,Premium,Young Adult,None,0,0,1
NFX002003,2024-10-19,2025-02-08,15.49,monthly,1,Referral,Android App,1,16.3,9,1,0,0,0.35,Brazil,Roku,Standard,Family,Friend Invite,1,1,0
NFX002004,2023-01-15,2023-12-12,9.99,monthly,1,Paid Social,Android App,1,24.3,12,1,0,0,0.53,US,Apple TV,Basic,Young Adult,None,0,0,0
NFX002005,2023-04-07,2023-12-03,15.49,monthly,1,TV Ad,iOS App,0,29.7,13,3,1,1,0.35,Canada,Apple TV,Standard,Value Seeker,None,0,0,0
NFX002006,2024-04-03,2024-04-12,6.99,monthly,1,Paid Social,Web,1,7.7,4,1,0,0,0.37,India,iPhone,Mobile,Value Seeker,None,0,0,0
NFX002007,2023-07-30,,69.99,annual,1,Referral,iOS App,1,23.5,11,2,0,0,0.44,India,iPhone,Mobile,Family,Friend Invite,0,0,1
NFX002008,2023-01-27,2023-03-02,15.49,monthly,1,App Store,iOS App,0,16.2,7,1,0,0,0.34,Brazil,Smart TV,Standard,Family,None,0,0,0
NFX002009,2023-09-05,2024-06-30,9.99,monthly,1,Direct,Web,0,23.2,17,1,1,0,0.5,Canada,Android Tablet,Basic,Value Seeker,None,1,0,0
NFX002010,2024-05-21,2024-08-04,15.49,monthly,1,Organic Search,Web,0,18.3,9,3,1,0,0.32,India,Android Phone,Standard,Casual Viewer,None,0,0,0
NFX002011,2024-06-04,,6.99,monthly,1,Paid Search,iOS App,1,15.0,6,1,0,0,0.59,India,iPhone,Mobile,Young Adult,None,0,0,1
NFX002012,2024-07-14,,15.49,monthly,1,App Store,iOS App,1,20.2,11,3,1,0,0.58,Mexico,Smart TV,Standard,Family,None,0,0,1
NFX002013,2023-03-29,2025-01-28,9.99,monthly,1,Paid Social,Web,1,24.9,17,1,0,0,0.4,India,Smart TV,Basic,Family,None,0,0,0
NFX002014,2023-04-17,2023-07-23,22.99,monthly,1,Organic Search,Web,1,21.4,13,2,1,0,0.25,India,Android Phone,Premium,Value Seeker,None,0,0,0
NFX002015,2023-04-18,,229.99,annual,1,Paid Social,Web,1,27.6,12,2,0,1,0.4,UK,Android Phone,Premium,Family,None,1,3,1
NFX002016,2024-01-17,2024-02-12,9.99,monthly,1,Organic Search,Web,0,12.2,6,2,0,0,0.44,Mexico,Apple TV,Basic,Value Seeker,None,0,0,0
NFX002017,2023-08-17,2025-01-21,15.49,monthly,1,Partner Bundle,iOS App,1,0,1,3,0,0,0.32,India,Smart TV,Standard,Young Adult,None,0,0,0
NFX002018,2024-07-19,2024-09-19,15.49,monthly,1,Referral,Android App,0,25.5,20,4,0,0,0.24,Brazil,iPhone,Standard,Value Seeker,Friend Invite,0,0,0
NFX002019,2023-12-15,,15.49,monthly,1,App Store,Android App,1,21.7,18,2,0,0,0.28,US,iPhone,Standard,Family,Friend Invite,0,0,1
NFX002020,2023-08-27,2025-01-06,154.99,annual,1,Organic Search,iOS App,1,8.5,6,2,0,0,0.35,Mexico,Smart TV,Standard,Casual Viewer,None,0,0,0
NFX002021,2024-09-29,,15.49,monthly,1,Organic Search,iOS App,1,21.1,17,3,0,1,0.5,Brazil,Android Phone,Standard,Family,None,0,0,1
NFX002022,2024-04-04,2025-01-20,22.99,monthly,1,Direct,Web,1,25.7,12,4,0,0,0.36,US,Smart TV,Premium,Young Adult,None,0,0,0
NFX002023,2024-03-27,,9.99,monthly,1,TV Ad,Web,1,31.6,26,1,0,0,0.42,US,iPad,Basic,Binge Watcher,None,0,0,1
NFX002024,2024-02-29,,9.99,monthly,1,App Store,Android App,1,10.0,5,2,0,0,0.32,Mexico,Android Phone,Basic,Value Seeker,Partner Promo,0,0,1
NFX002025,2024-10-13,2024-12-23,15.49,monthly,1,Paid Search,Web,0,26.0,13,3,0,0,0.25,Germany,Android Phone,Standard,Young Adult,None,0,0,0
NFX002026,2023-09-21,2023-12-29,15.49,monthly,1,Email Re-engagement,Web,1,10.5,7,3,0,0,0.18,Germany,Android Phone,Standard,Value Seeker,None,1,0,0
NFX002027,2023-01-24,2023-06-08,15.49,monthly,1,Paid Social,Web,1,17.0,10,3,1,0,0.37,Germany,Android Phone,Standard,Family,None,0,0,0
NFX002028,2024-03-08,2024-07-28,15.49,monthly,1,Organic Search,Partner Landing Page,1,19.9,8,3,1,0,0.33,UK,Smart TV,Standard,Family,None,1,1,0
NFX002029,2023-01-24,2023-04-16,22.99,monthly,1,Paid Social,Web,1,28.6,13,2,0,0,0.31,Mexico,iPad,Premium,Binge Watcher,None,0,0,0
NFX002030,2023-02-10,2024-02-11,9.99,monthly,1,Referral,Smart TV,1,3.3,1,2,0,0,0.49,Brazil,iPhone,Basic,Young Adult,Friend Invite,0,0,0
NFX002031,2024-10-21,,6.99,monthly,1,App Store,Smart TV,0,24.4,11,1,0,0,0.29,US,Smart TV,Mobile,Family,None,0,0,1
NFX002032,2024-09-01,2025-01-29,9.99,monthly,1,Partner Bundle,Web,0,32.3,13,2,0,0,0.24,India,Roku,Basic,Binge Watcher,None,0,0,0
NFX002033,2025-02-17,,15.49,monthly,1,Email Re-engagement,Web,0,20.8,10,2,0,0,0.2,Canada,Web Browser,Standard,Binge Watcher,None,0,0,1
NFX002034,2024-08-08,,9.99,monthly,1,Paid Search,Web,1,23.5,17,2,0,0,0.51,UK,Android Phone,Basic,Family,None,0,0,1
NFX002035,2024-02-14,,9.99,monthly,1,Referral,Android App,1,10.8,8,1,0,0,0.53,US,iPhone,Basic,Young Adult,Friend Invite,0,0,1
NFX002036,2024-04-03,,15.49,monthly,0,Paid Social,Web,1,16.8,7,2,1,0,0.44,India,Apple TV,Standard,Binge Watcher,None,0,0,1
NFX002037,2023-04-24,2024-03-27,22.99,monthly,1,Paid Social,Web,1,0.3,1,4,1,0,0.45,UK,Apple TV,Premium,Casual Viewer,Partner Promo,0,0,0
NFX002038,2023-05-16,2024-01-30,229.99,annual,1,Paid Search,Partner Landing Page,1,7.1,3,2,0,0,0.34,US,Android Phone,Premium,Value Seeker,None,0,0,0
NFX002039,2023-10-06,,22.99,monthly,1,Direct,Web,1,16.8,9,4,0,0,0.44,Mexico,Android Phone,Premium,Casual Viewer,None,0,0,1
NFX002040,2024-05-24,,22.99,monthly,1,Organic Search,Android App,1,2.4,1,2,1,0,0.48,India,Android Phone,Premium,Casual Viewer,Partner Promo,0,0,1
NFX002041,2023-09-28,2023-12-15,15.49,monthly,1,App Store,Android App,0,7.8,6,2,0,0,0.39,Brazil,Web Browser,Standard,Value Seeker,None,0,0,0
NFX002042,2024-03-06,2024-06-24,9.99,monthly,1,Direct,iOS App,0,7.0,4,2,0,0,0.43,US,iPhone,Basic,Value Seeker,None,0,0,0
NFX002043,2024-06-26,,15.49,monthly,1,Organic Search,Android App,0,18.5,15,4,1,0,0.29,US,iPhone,Standard,Family,None,0,0,1
NFX002044,2025-02-15,,15.49,monthly,1,Partner Bundle,Android App,1,17.6,8,2,0,1,0.38,US,iPhone,Standard,Value Seeker,None,0,0,1
NFX002045,2024-04-18,2024-12-19,15.49,monthly,1,Direct,Smart TV,0,25.6,11,2,0,0,0.23,US,Web Browser,Standard,Family,None,0,0,0
NFX002046,2023-06-07,2023-12-21,15.49,monthly,1,Organic Search,Partner Landing Page,0,14.4,6,2,1,0,0.29,US,Android Phone,Standard,Young Adult,Friend Invite,0,0,0
NFX002047,2023-11-29,2024-01-04,22.99,monthly,1,Organic Search,Web,0,13.0,8,2,0,0,0.28,Brazil,Roku,Premium,Family,None,0,0,0
NFX002048,2024-11-01,,15.49,monthly,1,TV Ad,Android App,1,15.8,8,3,0,0,0.54,India,Android Phone,Standard,Value Seeker,None,0,0,1
NFX002049,2024-06-23,2024-08-18,15.49,monthly,1,Direct,iOS App,1,0,1,3,1,0,0.29,UK,Android Tablet,Standard,Casual Viewer,None,0,0,0
NFX002050,2025-01-31,2025-02-15,6.99,monthly,0,Paid Social,Web,1,7.2,6,1,1,0,0.32,India,iPhone,Mobile,Family,None,0,0,0
NFX002051,2024-01-09,,15.49,monthly,1,Paid Search,Smart TV,1,24.3,10,3,0,0,0.35,US,Android Phone,Standard,Family,None,0,0,1
NFX002052,2024-05-03,2024-12-28,15.49,monthly,1,Organic Search,Web,0,17.1,10,4,0,1,0.26,India,iPhone,Standard,Value Seeker,None,0,0,0
NFX002053,2024-03-31,,15.49,monthly,1,Organic Search,Web,0,27.0,19,3,0,0,0.27,Germany,Android Tablet,Standard,Binge Watcher,None,0,0,1
NFX002054,2023-09-25,2023-10-08,9.99,monthly,1,Organic Search,Web,0,9.5,6,3,0,0,0.43,US,Android Tablet,Basic,Value Seeker,None,1,0,0
NFX002055,2024-07-24,,9.99,monthly,1,Referral,Web,1,24.7,12,3,0,0,0.46,Brazil,Web Browser,Basic,Young Adult,Friend Invite,0,0,1
NFX002056,2023-07-15,2023-12-30,154.99,annual,1,Partner Bundle,Android App,1,8.3,5,1,0,0,0.42,US,Web Browser,Standard,Value Seeker,None,0,0,0
NFX002057,2023-11-14,2024-04-24,9.99,monthly,1,Paid Search,Web,0,15.6,10,1,1,0,0.19,US,Smart TV,Basic,Young Adult,None,0,0,0
NFX002058,2023-04-10,,15.49,monthly,1,Paid Search,Web,1,26.5,14,1,0,0,0.51,India,Web Browser,Standard,Binge Watcher,None,0,0,1
NFX002059,2023-04-04,,22.99,monthly,1,Email Re-engagement,Smart TV,0,32.7,15,3,0,1,0.34,US,iPhone,Premium,Family,None,0,0,1
NFX002060,2023-07-01,2024-05-25,6.99,monthly,1,Paid Search,Web,1,10.6,8,3,1,0,0.6,India,Web Browser,Mobile,Family,None,0,0,0
NFX002061,2023-02-15,2023-06-12,15.49,monthly,1,Paid Search,Web,1,3.0,2,3,1,0,0.54,US,iPad,Standard,Casual Viewer,None,0,0,0
NFX002062,2023-01-15,2023-04-08,6.99,monthly,1,Organic Search,Android App,1,0,1,2,0,0,0.54,UK,Roku,Mobile,Casual Viewer,None,0,0,0
NFX002063,2024-05-09,,6.99,monthly,1,App Store,Web,1,17.7,12,3,1,0,0.43,Canada,iPhone,Mobile,Binge Watcher,None,0,0,1
NFX002064,2024-09-29,,22.99,monthly,1,App Store,Web,1,12.5,6,4,0,0,0.46,Canada,Apple TV,Premium,Value Seeker,None,0,0,1
NFX002065,2024-08-28,,9.99,monthly,1,Referral,iOS App,1,8.1,4,1,0,0,0.49,Germany,iPhone,Basic,Young Adult,Friend Invite,0,0,1
NFX002066,2024-10-26,,15.49,monthly,1,Organic Search,Web,1,21.4,9,3,0,0,0.45,India,Smart TV,Standard,Young Adult,None,1,1,1
NFX002067,2023-12-22,2023-12-30,22.99,monthly,1,App Store,Web,0,28.2,20,2,1,0,0.27,Germany,Android Phone,Premium,Binge Watcher,None,1,1,0
NFX002068,2024-09-21,2025-02-12,15.49,monthly,1,Paid Social,iOS App,1,12.2,5,3,1,0,0.35,India,Web Browser,Standard,Casual Viewer,None,1,0,0
NFX002069,2024-07-06,,22.99,monthly,1,Paid Social,Web,1,37.8,25,3,0,0,0.42,Mexico,Web Browser,Premium,Binge Watcher,None,0,0,1
NFX002070,2024-05-23,2024-05-30,9.99,monthly,1,Email Re-engagement,Web,1,22.1,11,3,0,0,0.48,India,Apple TV,Basic,Binge Watcher,None,0,0,0
NFX002071,2024-05-15,2025-01-05,9.99,monthly,1,TV Ad,iOS App,1,15.1,12,3,0,0,0.18,US,iPad,Basic,Family,None,0,0,0
NFX002072,2024-07-09,,6.99,monthly,1,App Store,Web,1,12.4,9,1,0,1,0.48,US,Android Tablet,Mobile,Family,None,0,0,1
NFX002073,2023-02-27,2023-10-11,15.49,monthly,1,Organic Search,Web,1,23.7,16,3,0,0,0.51,US,iPhone,Standard,Young Adult,None,0,0,0
NFX002074,2023-04-05,2023-12-29,22.99,monthly,1,Partner Bundle,Web,1,21.2,9,3,0,0,0.46,US,Smart TV,Premium,Value Seeker,None,0,0,0
NFX002075,2024-12-17,,22.99,monthly,1,TV Ad,Android App,1,37.6,18,3,1,1,0.68,Canada,Smart TV,Premium,Family,None,0,0,1
NFX002076,2024-03-25,2024-07-29,15.49,monthly,1,Organic Search,Web,1,21.2,11,3,0,0,0.3,Brazil,iPhone,Standard,Young Adult,None,0,0,0
NFX002077,2024-03-13,2024-11-21,15.49,monthly,1,Paid Search,Android App,0,6.2,5,2,0,0,0.37,US,Android Phone,Standard,Casual Viewer,None,0,0,0
NFX002078,2023-04-21,2023-05-30,15.49,monthly,1,App Store,iOS App,1,15.5,10,3,0,0,0.36,India,Web Browser,Standard,Value Seeker,None,0,0,0
NFX002079,2024-08-06,2024-08-28,15.49,monthly,1,Paid Search,Android App,1,22.3,9,4,0,0,0.41,US,Smart TV,Standard,Family,None,0,0,0
NFX002080,2023-06-14,2023-06-26,15.49,monthly,1,Paid Search,iOS App,0,23.2,16,3,0,0,0.36,UK,Android Phone,Standard,Family,None,0,0,0
NFX002081,2024-04-16,2024-10-17,9.99,monthly,1,Organic Search,iOS App,1,8.7,7,1,0,0,0.52,Mexico,Smart TV,Basic,Value Seeker,None,0,0,0
NFX002082,2024-06-24,,22.99,monthly,1,Direct,Android App,1,9.6,4,1,0,0,0.53,UK,Smart TV,Premium,Value Seeker,None,0,0,1
NFX002083,2023-11-16,2023-12-04,15.49,monthly,1,Referral,Web,1,18.9,9,3,1,0,0.49,US,Smart TV,Standard,Family,Friend Invite,0,0,0
NFX002084,2023-03-05,2023-08-10,22.99,monthly,1,App Store,Web,1,11.8,7,1,0,0,0.31,India,Smart TV,Premium,Binge Watcher,None,0,0,0
NFX002085,2023-11-22,2024-06-07,6.99,monthly,1,App Store,Smart TV,0,13.8,8,1,0,1,0.25,UK,Roku,Mobile,Family,None,0,0,0
NFX002086,2023-08-16,,15.49,monthly,1,TV Ad,iOS App,1,27.1,12,2,0,0,0.44,India,iPhone,Standard,Family,Influencer Code,0,0,1
NFX002087,2023-03-24,2023-05-02,6.99,monthly,0,Paid Social,Partner Landing Page,1,21.2,9,3,0,0,0.49,UK,Web Browser,Mobile,Young Adult,None,0,0,0
NFX002088,2023-07-21,2023-11-02,15.49,monthly,1,Partner Bundle,iOS App,1,18.9,14,1,0,0,0.39,UK,iPad,Standard,Value Seeker,None,0,0,0
NFX002089,2023-01-14,2023-10-04,15.49,monthly,1,Referral,Web,1,16.7,12,2,0,0,0.4,UK,Android Phone,Standard,Value Seeker,Friend Invite,0,0,0
NFX002090,2024-09-16,2025-02-11,22.99,monthly,0,Organic Search,iOS App,1,19.1,14,3,1,0,0.41,Mexico,iPhone,Premium,Value Seeker,None,0,0,0
NFX002091,2024-11-18,,9.99,monthly,1,App Store,Web,1,17.7,10,3,0,0,0.22,US,iPhone,Basic,Binge Watcher,None,0,0,1
NFX002092,2024-01-17,2024-08-03,9.99,monthly,1,App Store,Android App,1,13.8,10,2,0,0,0.48,US,Web Browser,Basic,Family,None,1,1,0
NFX002093,2023-10-20,2023-11-20,6.99,monthly,1,Partner Bundle,Android App,1,21.2,9,2,0,1,0.37,US,Roku,Mobile,Family,None,0,0,0
NFX002094,2024-06-15,,15.49,monthly,1,Email Re-engagement,Smart TV,0,34.4,29,2,0,0,0.26,US,Roku,Standard,Binge Watcher,None,0,0,1
NFX002095,2024-04-13,,9.99,monthly,1,Referral,Android App,1,0,1,3,0,0,0.38,US,Roku,Basic,Casual Viewer,Friend Invite,0,0,1
NFX002096,2023-04-06,2023-05-22,6.99,monthly,1,Organic Search,Smart TV,1,8.0,5,2,0,0,0.35,US,iPhone,Mobile,Young Adult,None,0,0,0
NFX002097,2024-03-17,,9.99,monthly,1,Referral,Smart TV,1,16.3,9,2,0,0,0.49,US,Android Phone,Basic,Young Adult,Friend Invite,0,0,1
NFX002098,2023-12-18,2024-01-13,15.49,monthly,1,Paid Search,Android App,1,30.1,13,3,0,0,0.57,India,Web Browser,Standard,Family,None,0,0,0
NFX002099,2023-04-12,2023-08-18,15.49,monthly,1,Paid Search,Partner Landing Page,1,6.5,3,2,1,0,0.55,India,iPhone,Standard,Casual Viewer,None,0,0,0
NFX002100,2024-05-25,2024-09-01,22.99,monthly,1,Referral,Android App,1,8.4,4,2,0,0,0.2,Germany,iPhone,Premium,Casual Viewer,Friend Invite,0,0,0
NFX002101,2023-10-30,2023-12-17,15.49,monthly,1,Organic Search,Android App,1,16.4,8,5,1,0,0.55,Canada,Smart TV,Standard,Family,None,0,0,0
NFX002102,2023-12-31,2024-06-29,22.99,monthly,1,App Store,Partner Landing Page,1,28.2,17,2,0,1,0.52,UK,Roku,Premium,Family,None,0,0,0
NFX002103,2023-09-28,,154.99,annual,1,Referral,Web,1,32.3,15,3,0,1,0.46,Canada,Web Browser,Standard,Family,Friend Invite,0,0,1
NFX002104,2024-10-26,,15.49,monthly,1,Paid Social,Web,1,14.3,6,2,0,0,0.37,UK,Roku,Standard,Young Adult,None,0,0,1
NFX002105,2024-10-14,2025-01-30,9.99,monthly,1,Organic Search,Partner Landing Page,1,7.3,4,1,0,1,0.52,UK,Android Phone,Basic,Value Seeker,None,0,0,0
NFX002106,2023-05-14,2025-02-07,9.99,monthly,1,Paid Search,Web,1,25.9,19,3,0,0,0.39,UK,iPhone,Basic,Binge Watcher,None,0,0,0
NFX002107,2025-01-30,,15.49,monthly,1,Partner Bundle,Web,1,4.1,3,1,0,0,0.33,India,Android Tablet,Standard,Value Seeker,None,0,0,1
NFX002108,2024-07-12,,15.49,monthly,1,Referral,Partner Landing Page,1,15.7,8,4,0,0,0.53,Mexico,iPad,Standard,Young Adult,Friend Invite,0,0,1
NFX002109,2023-10-18,2024-03-26,22.99,monthly,1,Paid Search,Android App,0,27.1,14,3,0,0,0.24,Germany,Web Browser,Premium,Young Adult,None,0,0,0
NFX002110,2023-03-07,2023-11-25,15.49,monthly,1,TV Ad,iOS App,1,14.6,12,2,0,0,0.42,US,iPad,Standard,Family,None,0,0,0
NFX002111,2025-02-12,,154.99,annual,1,Email Re-engagement,iOS App,1,17.4,8,3,0,1,0.21,Brazil,Android Phone,Standard,Family,None,0,0,1
NFX002112,2024-04-23,2024-06-03,22.99,monthly,1,TV Ad,Smart TV,0,14.5,10,4,0,0,0.23,India,Smart TV,Premium,Value Seeker,None,0,0,0
NFX002113,2023-09-24,2024-06-02,6.99,monthly,1,Referral,Web,1,7.6,4,1,0,0,0.31,UK,Apple TV,Mobile,Value Seeker,Friend Invite,0,0,0
NFX002114,2025-02-16,,15.49,monthly,1,Referral,Web,0,8.0,4,1,0,0,0.36,India,Smart TV,Standard,Value Seeker,Family Share Prompt,0,0,1
NFX002115,2023-12-06,2024-06-14,15.49,monthly,1,Organic Search,iOS App,1,17.1,10,4,1,1,0.39,US,iPhone,Standard,Value Seeker,None,0,0,0
NFX002116,2023-03-21,,154.99,annual,1,TV Ad,Android App,1,28.6,18,3,0,0,0.42,India,Smart TV,Standard,Binge Watcher,None,0,0,1
NFX002117,2024-04-17,2024-05-15,15.49,monthly,1,Paid Search,Smart TV,1,0,1,3,1,1,0.28,Germany,Apple TV,Standard,Casual Viewer,None,0,0,0
NFX002118,2023-09-07,2024-08-29,15.49,monthly,1,Organic Search,Android App,0,12.0,5,4,0,0,0.1,Germany,iPad,Standard,Value Seeker,None,0,0,0
NFX002119,2023-01-13,2023-01-28,154.99,annual,1,Paid Social,Android App,0,6.2,5,3,0,0,0.46,Germany,iPhone,Standard,Value Seeker,None,0,0,0
NFX002120,2024-02-12,,15.49,monthly,1,Organic Search,iOS App,1,29.8,13,2,0,0,0.3,US,Apple TV,Standard,Family,None,0,0,1
NFX002121,2024-02-27,2024-08-07,15.49,monthly,1,Paid Search,iOS App,1,4.9,3,1,0,0,0.34,India,Smart TV,Standard,Young Adult,None,0,0,0
NFX002122,2024-05-31,,22.99,monthly,1,Organic Search,Android App,1,14.5,6,3,0,1,0.39,UK,Smart TV,Premium,Value Seeker,None,0,0,1
NFX002123,2023-03-08,2023-06-21,9.99,monthly,1,Email Re-engagement,Web,1,3.6,2,2,1,0,0.27,Brazil,Smart TV,Basic,Casual Viewer,Friend Invite,0,0,0
NFX002124,2024-07-01,2024-09-12,15.49,monthly,1,Organic Search,Web,1,31.1,17,2,0,0,0.46,Germany,Android Phone,Standard,Binge Watcher,None,1,2,0
NFX002125,2024-08-06,,9.99,monthly,1,Paid Search,Web,1,21.9,13,1,0,1,0.4,Mexico,iPhone,Basic,Binge Watcher,None,1,0,1
NFX002126,2023-03-03,,15.49,monthly,1,Referral,Android App,1,24.0,10,4,0,0,0.42,UK,Android Phone,Standard,Young Adult,Friend Invite,0,0,1
NFX002127,2024-09-02,2024-10-31,15.49,monthly,1,Organic Search,Android App,0,30.5,23,2,0,0,0.3,Germany,iPad,Standard,Binge Watcher,None,0,0,0
NFX002128,2024-09-15,,69.99,annual,1,Paid Social,Partner Landing Page,0,10.2,5,1,1,0,0.46,Canada,Apple TV,Mobile,Young Adult,None,0,0,1
NFX002129,2023-11-27,2024-01-30,6.99,monthly,1,Referral,Web,0,19.7,10,2,0,0,0.26,Mexico,iPhone,Mobile,Family,Friend Invite,0,0,0
NFX002130,2023-04-13,2023-06-17,22.99,monthly,1,TV Ad,iOS App,1,11.7,10,3,1,0,0.28,Germany,Apple TV,Premium,Young Adult,None,0,0,0
NFX002131,2025-02-08,,9.99,monthly,1,App Store,Android App,1,14.9,10,1,0,0,0.43,US,Android Phone,Basic,Young Adult,None,0,0,1
NFX002132,2024-10-25,2025-02-22,15.49,monthly,1,Partner Bundle,iOS App,1,5.4,2,4,1,0,0.4,India,Roku,Standard,Casual Viewer,None,0,0,0
NFX002133,2023-08-09,2023-10-01,15.49,monthly,1,TV Ad,Web,1,8.8,4,3,0,0,0.29,UK,Web Browser,Standard,Casual Viewer,None,0,0,0
NFX002134,2023-01-07,2023-03-09,15.49,monthly,1,App Store,Smart TV,1,18.0,7,2,0,0,0.53,Canada,iPhone,Standard,Young Adult,None,0,0,0
NFX002135,2024-01-24,,15.49,monthly,1,Organic Search,Android App,1,29.5,18,1,0,0,0.42,UK,Roku,Standard,Binge Watcher,None,1,0,1
NFX002136,2024-03-04,,15.49,monthly,1,Organic Search,Web,1,27.6,12,2,1,0,0.34,India,iPhone,Standard,Binge Watcher,None,0,0,1
NFX002137,2023-10-20,2024-04-08,22.99,monthly,1,Direct,iOS App,1,29.6,12,4,0,0,0.22,Mexico,Roku,Premium,Value Seeker,None,0,0,0
NFX002138,2023-07-08,,9.99,monthly,1,App Store,iOS App,1,21.1,11,2,0,0,0.34,Brazil,iPhone,Basic,Binge Watcher,None,0,0,1
NFX002139,2024-02-03,2024-03-04,22.99,monthly,1,Paid Social,Web,0,19.5,9,1,0,0,0.33,US,Smart TV,Premium,Family,None,0,0,0
NFX002140,2024-06-14,2024-12-06,6.99,monthly,1,Organic Search,Web,1,6.2,3,1,0,0,0.44,India,Web Browser,Mobile,Value Seeker,None,0,0,0
NFX002141,2023-03-14,2023-08-27,6.99,monthly,1,Paid Search,Partner Landing Page,1,16.2,11,1,0,0,0.33,UK,Roku,Mobile,Young Adult,None,0,0,0
NFX002142,2023-06-30,2023-11-27,6.99,monthly,1,Paid Social,Web,1,20.8,10,2,0,0,0.29,India,Smart TV,Mobile,Family,None,0,0,0
NFX002143,2023-02-01,2023-03-13,9.99,monthly,1,App Store,Web,1,7.7,4,4,0,0,0.31,Germany,iPad,Basic,Casual Viewer,None,0,0,0
NFX002144,2024-05-14,2024-06-28,15.49,monthly,1,Organic Search,Web,1,6.4,3,3,0,0,0.38,US,iPad,Standard,Casual Viewer,None,0,0,0
NFX002145,2023-11-01,2024-01-30,22.99,monthly,1,Referral,Web,1,33.8,18,3,0,0,0.26,India,iPad,Premium,Binge Watcher,Friend Invite,0,0,0
NFX002146,2024-12-10,2025-01-22,15.49,monthly,1,Email Re-engagement,Web,1,16.4,11,3,1,0,0.51,US,Android Phone,Standard,Young Adult,None,1,0,0
NFX002147,2023-11-19,,15.49,monthly,1,App Store,iOS App,1,14.4,8,3,0,0,0.46,Germany,Smart TV,Standard,Young Adult,None,0,0,1
NFX002148,2023-01-20,2023-11-09,9.99,monthly,1,Direct,Android App,1,16.5,8,3,0,1,0.49,UK,Smart TV,Basic,Family,None,0,0,0
NFX002149,2023-04-04,2024-05-16,9.99,monthly,1,Partner Bundle,Web,1,25.2,18,2,0,1,0.42,US,Web Browser,Basic,Family,None,0,0,0
NFX002150,2024-03-20,,9.99,monthly,1,Referral,Smart TV,0,10.7,5,1,1,1,0.35,India,Web Browser,Basic,Family,Friend Invite,0,0,1
NFX002151,2024-05-11,2024-06-15,15.49,monthly,1,Paid Social,Smart TV,1,17.7,8,3,0,0,0.45,Canada,iPhone,Standard,Family,None,0,0,0
NFX002152,2023-07-26,2024-05-29,9.99,monthly,1,Paid Social,Android App,0,21.2,9,1,0,0,0.37,Canada,Android Phone,Basic,Binge Watcher,None,0,0,0
